Date;Open;High;Low;Close;Adj Close;Volume;C/V;
2018-04-26;23,150000;23,299999;22,870001;23,180000;23,124847;1455800;0;
2018-04-27;22,850000;23,090000;21,900000;22,580000;22,526276;6576300;0;
2018-04-30;22,610001;22,690001;21,740000;22,139999;22,087322;2723400;0;
2018-05-02;22,170000;22,270000;21,639999;22,040001;21,987562;2429900;1;
2018-05-03;22,370001;22,379999;21,809999;22,120001;22,067369;2403900;0;
2018-05-04;22,000000;22,129999;21,660000;21,980000;21,927702;2291200;1;
2018-05-07;21,799999;22,250000;21,680000;22,020000;21,967609;1596600;1;
2018-05-08;22,160000;22,500000;21,820000;22,290001;22,236967;2596100;1;
2018-05-09;22,500000;23,080000;22,100000;23,080000;23,025085;2741900;0;
2018-05-10;23,100000;23,719999;22,020000;22,469999;22,416536;7781100;0;
2018-05-11;22,270000;22,850000;22,100000;22,360001;22,306799;3166800;0;
2018-05-14;22,379999;22,680000;21,389999;22,160000;22,107275;3654500;1;
2018-05-15;21,790001;23,299999;21,629999;23,100000;23,045036;3367300;1;
2018-05-16;22,930000;23,459999;22,850000;23,299999;23,244560;1914500;0;
2018-05-17;23,059999;23,200001;22,570000;22,750000;22,695871;3767800;1;
2018-05-18;22,549999;22,860001;22,350000;22,860001;22,805609;3627600;0;
2018-05-21;23,059999;23,629999;22,549999;22,620001;22,566181;2978100;0;
2018-05-22;22,799999;22,799999;22,160000;22,620001;22,566181;2417300;1;
2018-05-23;22,680000;23,510000;22,680000;22,950001;22,895397;2547500;1;
2018-05-24;22,940001;23,280001;22,530001;23,200001;23,144800;2388700;1;
2018-05-25;23,200001;23,400000;22,990000;23,400000;23,344324;2230000;0;
2018-05-28;22,950001;23,070000;22,100000;22,350000;22,296824;2528700;0;
2018-05-29;22,400000;23,059999;22,020000;22,070000;22,017488;4338300;1;
2018-05-30;21,930000;22,500000;21,430000;22,490000;22,436489;5802100;1;
2018-06-01;22,670000;22,889999;22,160000;22,790001;22,735779;2180700;0;
2018-06-04;22,770000;22,889999;22,430000;22,459999;22,406561;2685000;0;
2018-06-05;22,299999;22,690001;22,020000;22,049999;21,997536;2957200;1;
2018-06-06;21,900000;23,250000;21,809999;23,200001;23,144800;3682200;1;
2018-06-07;23,030001;23,900000;22,790001;23,650000;23,593729;6912900;0;
2018-06-08;23,559999;23,559999;22,389999;22,629999;22,576155;3305000;1;
2018-06-11;22,639999;23,360001;22,629999;23,350000;23,294443;2660500;1;
2018-06-12;23,200001;24,799999;22,879999;24,780001;24,721041;4221100;0;
2018-06-13;25,100000;25,230000;24,100000;24,780001;24,721041;4091900;1;
2018-06-14;24,709999;25,100000;24,110001;24,799999;24,740993;3997000;0;
2018-06-15;24,600000;24,840000;23,750000;24,059999;24,002754;4907700;1;
2018-06-18;24,200001;24,459999;23,760000;24,350000;24,292065;3048900;0;
2018-06-19;24,410000;24,629999;23,820000;23,850000;23,793255;5283600;1;
2018-06-20;24,020000;24,480000;23,450001;24,430000;24,371874;2895900;0;
2018-06-21;24,219999;24,690001;23,799999;24,120001;24,062613;2383200;1;
2018-06-22;24,379999;24,379999;23,500000;24,299999;24,242182;2466700;0;
2018-06-25;24,000000;24,600000;23,709999;23,990000;23,932920;2739800;0;
2018-06-26;23,809999;24,049999;23,639999;23,910000;23,873014;1881800;0;
2018-06-27;23,910000;24,240000;23,379999;23,799999;23,763182;2553400;1;
2018-06-28;24,150000;24,670000;23,629999;24,639999;24,601883;4241400;0;
2018-06-29;24,500000;24,660000;23,930000;24,260000;24,222473;4353100;1;
2018-07-02;24,000000;24,719999;23,650000;24,719999;24,681761;4600500;1;
2018-07-03;24,600000;26,670000;24,600000;25,980000;25,939810;4907500;1;
2018-07-04;26,610001;28,000000;26,110001;26,950001;26,908312;4258300;0;
2018-07-05;25,000000;25,490000;22,530001;23,100000;23,064266;22513400;0;
2018-07-06;23,350000;23,400000;21,580000;22,670000;22,634932;11169600;0;
2018-07-10;22,830000;23,190001;22,309999;22,559999;22,525101;6239700;0;
2018-07-11;21,830000;22,139999;21,309999;21,580000;21,546618;8656300;1;
2018-07-12;21,680000;22,030001;21,350000;21,660000;21,626493;8360200;0;
2018-07-13;21,860001;21,990000;20,299999;20,660000;20,628042;11183100;1;
2018-07-16;21,219999;21,690001;21,000000;21,000000;20,967516;6793500;1;
2018-07-17;21,200001;21,680000;21,070000;21,570000;21,536634;8194200;0;
2018-07-18;21,900000;22,150000;21,299999;21,299999;21,267052;3443400;0;
2018-07-19;21,100000;21,350000;20,799999;21,030001;20,997469;4117200;0;
2018-07-20;21,320000;21,360001;20,400000;20,650000;20,618057;5203700;0;
2018-07-23;20,650000;20,940001;20,299999;20,299999;20,268599;3482900;0;
2018-07-24;20,410000;20,549999;20,049999;20,100000;20,068907;4612200;0;
2018-07-25;20,010000;20,340000;19,700001;19,910000;19,879202;4106500;0;
2018-07-26;19,879999;20,080000;19,600000;19,650000;19,619602;2950500;0;
2018-07-27;19,629999;19,750000;19,440001;19,440001;19,409927;2515400;0;
2018-07-30;19,549999;19,620001;19,000000;19,180000;19,150331;3494000;1;
2018-07-31;18,799999;19,940001;18,549999;19,250000;19,220222;6392300;0;
2018-08-01;19,129999;19,680000;19,129999;19,250000;19,220222;4609300;0;
2018-08-02;19,200001;19,320000;18,809999;18,809999;18,780903;3256200;0;
2018-08-03;18,860001;19,000000;18,629999;18,799999;18,770918;2577100;0;
2018-08-06;18,830000;18,980000;18,570000;18,629999;18,601181;3499900;1;
2018-08-07;18,650000;19,129999;18,400000;18,920000;18,890734;4377600;0;
2018-08-08;18,920000;19,120001;18,240000;18,270000;18,241739;3905600;1;
2018-08-09;18,299999;18,459999;17,900000;18,459999;18,431444;3727600;0;
2018-08-10;18,299999;18,690001;18,160000;18,370001;18,341585;3257400;0;
2018-08-13;18,250000;18,520000;17,990000;18,250000;18,221769;2888800;1;
2018-08-14;18,379999;18,709999;18,120001;18,469999;18,441429;3049300;0;
2018-08-15;18,410000;18,820000;18,160000;18,299999;18,271690;3856900;1;
2018-08-16;18,549999;19,200001;18,520000;19,000000;18,970610;3448500;1;
2018-08-17;19,049999;19,420000;18,780001;19,420000;19,389959;4093900;1;
2018-08-20;19,450001;19,980000;19,160000;19,549999;19,519758;3648800;1;
2018-08-21;19,549999;19,799999;19,480000;19,670000;19,639572;2486000;1;
2018-08-22;19,500000;20,090000;19,309999;19,900000;19,869215;2664900;0;
2018-08-23;19,900000;20,000000;19,219999;19,530001;19,499790;3536400;1;
2018-08-24;19,600000;19,850000;19,430000;19,600000;19,569679;1752200;1;
2018-08-27;19,700001;20,049999;19,590000;19,950001;19,919140;1852600;1;
2018-08-28;20,049999;20,200001;19,770000;20,030001;19,999016;1603200;0;
2018-08-29;20,000000;20,020000;19,760000;19,900000;19,869215;1758000;0;
2018-08-30;19,750000;19,969999;19,600000;19,600000;19,569679;1991100;0;
2018-08-31;19,400000;19,690001;19,360001;19,600000;19,569679;2353100;0;
2018-09-03;19,590000;19,610001;19,240000;19,389999;19,360006;994100;1;
2018-09-04;19,389999;19,959999;19,299999;19,830000;19,799324;1836300;0;
2018-09-05;19,709999;19,860001;19,490000;19,629999;19,599634;1453600;1;
2018-09-06;19,799999;19,920000;19,530001;19,709999;19,679510;2010600;1;
2018-09-10;19,719999;20,150000;19,590000;19,930000;19,899170;3487200;1;
2018-09-11;19,790001;20,400000;19,780001;20,049999;20,018984;4153600;0;
2018-09-12;20,000000;20,200001;19,360001;19,389999;19,360006;3196500;0;
2018-09-13;19,469999;19,469999;18,879999;19,180000;19,150331;3194600;0;
2018-09-14;19,120001;19,459999;19,090000;19,150000;19,120377;1081700;1;
2018-09-17;19,080000;19,500000;18,959999;19,230000;19,200253;1094300;1;
2018-09-18;19,330000;19,680000;19,110001;19,639999;19,609619;1339600;0;
2018-09-19;19,620001;19,690001;19,389999;19,570000;19,539726;1223400;0;
2018-09-20;19,730000;19,740000;19,030001;19,100000;19,070454;1235000;0;
2018-09-21;19,160000;19,520000;19,049999;19,100000;19,070454;2922100;0;
2018-09-24;19,059999;19,389999;19,020000;19,020000;18,990578;1459600;1;
2018-09-25;18,959999;19,440001;18,910000;19,240000;19,220343;1705800;1;
2018-09-26;19,799999;20,110001;19,510000;19,549999;19,530025;3421100;1;
2018-09-27;19,709999;20,030001;19,680000;19,889999;19,869678;2066300;0;
2018-09-28;19,900000;20,049999;19,670000;19,830000;19,809740;1837100;0;
2018-10-01;19,950001;20,049999;19,150000;19,230000;19,210352;1740000;1;
2018-10-02;19,600000;19,870001;19,330000;19,870001;19,849701;3181000;1;
2018-10-03;20,190001;20,610001;20,010000;20,350000;20,329210;6521500;0;
2018-10-04;20,350000;20,389999;19,600000;19,870001;19,849701;2784900;0;
2018-10-05;19,959999;20,000000;19,150000;19,180000;19,160404;2141600;1;
2018-10-08;20,059999;20,490000;19,059999;19,200001;19,180386;5978800;0;
2018-10-09;19,200001;19,230000;18,620001;18,700001;18,680897;3471700;1;
2018-10-10;18,700001;18,959999;18,530001;18,959999;18,940628;1762300;0;
2018-10-11;19,100000;19,139999;18,400000;18,450001;18,431152;3256400;0;
2018-10-15;18,450001;18,570000;18,170000;18,209999;18,191395;2028600;1;
2018-10-16;18,400000;18,930000;18,200001;18,889999;18,870699;1806400;0;
2018-10-17;18,860001;19,090000;18,549999;18,860001;18,840733;2796600;0;
2018-10-18;18,920000;19,000000;18,410000;18,830000;18,810762;3215600;0;
2018-10-19;18,790001;18,910000;18,200001;18,760000;18,740833;4271600;0;
2018-10-22;18,850000;18,900000;18,360001;18,590000;18,571009;3276800;0;
2018-10-23;18,360001;18,650000;18,230000;18,510000;18,491089;2881900;0;
2018-10-24;18,500000;18,590000;17,980000;17,980000;17,961632;2589800;1;
2018-10-25;18,080000;18,990000;17,950001;18,690001;18,681295;5586500;1;
2018-10-26;18,510000;19,780001;18,510000;19,639999;19,630852;5901100;0;
2018-10-29;19,590000;19,879999;19,280001;19,379999;19,370974;4732400;1;
2018-10-30;19,250000;20,750000;19,120001;20,309999;20,300541;6555200;1;
2018-10-31;20,500000;21,200001;20,500000;20,930000;20,920252;4421300;1;
2018-11-01;21,139999;21,500000;20,940001;21,270000;21,260094;3444200;1;
2018-11-05;21,500000;22,020000;21,420000;21,790001;21,779852;4322200;0;
2018-11-06;21,790001;22,000000;21,610001;21,780001;21,769857;2346100;0;
2018-11-07;21,950001;21,959999;21,379999;21,600000;21,589941;2735300;0;
2018-11-08;21,600000;21,840000;20,500000;20,549999;20,540428;3604600;0;
2018-11-09;20,660000;20,860001;20,010000;20,379999;20,370506;2549500;0;
2018-11-12;20,280001;20,559999;20,030001;20,379999;20,370506;1720100;1;
2018-11-13;20,379999;20,889999;19,780001;20,400000;20,390499;2775700;1;
2018-11-14;20,400000;20,780001;20,209999;20,570000;20,560419;3502900;1;
2018-11-16;20,639999;20,639999;19,930000;20,610001;20,600401;3242600;0;
2018-11-19;20,600000;20,600000;20,030001;20,200001;20,190592;1291200;1;
2018-11-21;20,090000;21,000000;20,000000;20,830000;20,820299;3487800;1;
2018-11-22;20,930000;21,799999;20,900000;21,209999;21,200121;2221300;0;
2018-11-23;21,200001;21,690001;20,620001;20,870001;20,860281;3143400;1;
2018-11-26;21,020000;21,430000;20,910000;21,240000;21,230106;2300800;1;
2018-11-27;21,350000;21,690001;21,020000;21,480000;21,469995;3727600;1;
2018-11-28;21,459999;21,799999;20,930000;21,740000;21,729874;3785700;1;
2018-11-29;21,580000;22,400000;21,580000;21,750000;21,739870;3345800;1;
2018-11-30;21,740000;22,100000;21,600000;21,799999;21,789846;3835700;0;
2018-12-03;22,049999;22,469999;21,709999;21,799999;21,789846;3860400;0;
2018-12-04;21,920000;22,100000;21,290001;21,389999;21,380037;3752600;1;
2018-12-05;21,670000;21,670000;21,299999;21,500000;21,489986;1152800;0;
2018-12-06;21,240000;21,370001;20,860001;21,000000;20,990219;3442300;0;
2018-12-07;20,690001;21,330000;20,280001;20,469999;20,460464;4500100;1;
2018-12-10;20,500000;20,990000;20,219999;20,879999;20,870274;3934000;1;
2018-12-11;21,150000;21,290001;20,799999;21,030001;21,020206;2989600;0;
2018-12-12;21,270000;21,430000;21,020000;21,020000;21,010210;3158500;0;
2018-12-13;21,000000;21,090000;20,420000;20,799999;20,790312;3675200;0;
2018-12-14;20,650000;21,090000;20,410000;20,730000;20,720345;2076000;1;
2018-12-17;20,959999;22,320000;20,959999;21,250000;21,240103;8306000;1;
2018-12-18;21,670000;21,959999;21,120001;21,450001;21,440010;4714200;0;
2018-12-19;21,840000;21,910000;20,799999;20,799999;20,790312;3877800;0;
2018-12-20;21,260000;21,410000;20,330000;20,350000;20,340523;3466900;1;
2018-12-21;20,510000;21,500000;20,270000;21,469999;21,459999;6176600;0;
2018-12-26;21,400000;21,610001;20,820000;21,469999;21,459999;3267000;0;
2018-12-27;21,290001;21,590000;20,910000;21,049999;21,049999;2656800;1;
2018-12-28;21,219999;21,680000;21,090000;21,680000;21,680000;3361200;0;
2019-01-02;21,670000;21,950001;21,379999;21,540001;21,540001;3573800;1;
2019-01-03;21,500000;21,900000;21,180000;21,900000;21,900000;3162300;0;
2019-01-04;21,750000;21,809999;20,610001;20,799999;20,799999;5962700;1;
2019-01-07;20,840000;21,230000;20,549999;21,230000;21,230000;3144900;1;
2019-01-08;21,320000;21,480000;21,030001;21,360001;21,360001;2524800;0;
2019-01-09;21,420000;21,500000;21,059999;21,280001;21,280001;2944900;0;
2019-01-10;21,200001;21,330000;20,930000;20,990000;20,990000;2730300;1;
2019-01-11;22,750000;23,090000;21,510000;21,530001;21,530001;18529000;1;
2019-01-14;21,700001;21,940001;21,420000;21,620001;21,620001;4885300;1;
2019-01-15;21,790001;21,799999;21,510000;21,760000;21,760000;3359000;0;
2019-01-16;21,690001;21,719999;20,510000;21,500000;21,500000;12620600;0;
2019-01-17;21,299999;21,330000;20,469999;20,469999;20,469999;10403900;0;
2019-01-18;20,570000;20,570000;19,639999;19,850000;19,850000;8477700;1;
2019-01-21;19,700001;20,350000;19,559999;20,139999;20,139999;3030800;0;
2019-01-22;19,990000;20,110001;19,480000;19,480000;19,480000;4817300;0;
2019-01-23;19,549999;19,790001;19,420000;19,459999;19,459999;2985600;1;
2019-01-24;19,570000;19,870001;19,510000;19,670000;19,670000;4003300;0;
2019-01-28;19,790001;19,850000;19,260000;19,260000;19,260000;4849200;0;
2019-01-29;19,490000;19,490000;19,160000;19,160000;19,160000;2858100;1;
2019-01-30;19,170000;19,750000;19,170000;19,420000;19,420000;4110000;0;
2019-01-31;19,440001;19,600000;19,299999;19,340000;19,340000;3743400;0;
2019-02-01;19,500000;19,600000;19,170000;19,270000;19,270000;3459000;1;
2019-02-04;19,320000;19,500000;19,250000;19,430000;19,430000;2462400;1;
2019-02-05;19,500000;19,750000;19,280001;19,629999;19,629999;2911700;0;
2019-02-06;19,520000;19,600000;18,910000;18,990000;18,990000;3434700;0;
2019-02-07;19,030001;19,209999;18,299999;18,400000;18,400000;5127500;1;
2019-02-08;18,459999;18,940001;18,270000;18,940001;18,940001;4940200;0;
2019-02-11;19,100000;19,100000;18,650000;18,670000;18,670000;2222700;0;
2019-02-12;18,889999;18,910000;18,389999;18,629999;18,629999;2525700;1;
2019-02-13;18,670000;18,830000;18,480000;18,770000;18,770000;3703500;1;
2019-02-14;18,780001;19,379999;18,610001;19,299999;19,299999;3347800;1;
2019-02-15;19,299999;19,330000;18,879999;19,330000;19,330000;2414500;0;
2019-02-18;19,330000;19,330000;18,860001;18,889999;18,889999;1633600;1;
2019-02-19;19,010000;19,480000;18,950001;19,280001;19,280001;2579400;0;
2019-02-20;19,260000;19,379999;19,010000;19,100000;19,100000;2793700;1;
2019-02-21;19,129999;19,490000;19,100000;19,490000;19,490000;2869900;1;
2019-02-22;19,500000;19,750000;19,309999;19,510000;19,510000;2168400;0;
2019-02-25;19,410000;19,580000;19,200001;19,400000;19,400000;1630600;1;
2019-02-26;19,620001;20,290001;19,600000;19,700001;19,700001;5073200;0;
2019-02-27;19,799999;20,000000;19,280001;19,350000;19,350000;2741300;0;
2019-02-28;19,309999;19,450001;19,080000;19,080000;19,080000;3655600;0;
2019-03-01;19,209999;19,420000;18,959999;18,959999;18,959999;2898900;1;
2019-03-06;19,080000;19,280001;18,959999;19,170000;19,170000;2387100;0;
2019-03-07;19,070000;19,230000;18,840000;19,110001;19,110001;3455400;1;
2019-03-08;19,110001;19,320000;19,059999;19,290001;19,290001;2026600;0;
2019-03-11;19,049999;19,570000;18,900000;19,219999;19,219999;2700200;0;
2019-03-12;19,219999;19,290001;18,799999;18,850000;18,850000;3885900;0;
2019-03-13;18,920000;19,010000;18,660000;18,820000;18,820000;3624800;0;
2019-03-14;18,650000;18,830000;18,270000;18,790001;18,790001;4030200;1;
2019-03-15;18,850000;19,750000;18,790001;19,750000;19,750000;5349200;0;
2019-03-18;19,580000;19,850000;19,530001;19,740000;19,740000;2918100;0;
2019-03-19;19,790001;19,920000;19,410000;19,459999;19,459999;3128000;0;
2019-03-20;19,459999;19,530001;19,129999;19,219999;19,219999;2127000;0;
2019-03-21;19,209999;19,379999;19,000000;19,100000;19,100000;2816300;0;
2019-03-22;18,900000;19,110001;18,580000;18,700001;18,700001;4649700;0;
2019-03-25;18,610001;18,850000;18,469999;18,549999;18,549999;1809000;1;
2019-03-26;18,639999;18,780001;18,490000;18,650000;18,650000;1621400;0;
2019-03-27;18,570000;18,650000;18,260000;18,389999;18,389999;4754200;1;
2019-03-28;18,240000;18,770000;18,240000;18,530001;18,530001;2231800;0;
2019-03-29;18,740000;18,770000;18,410000;18,450001;18,450001;1761900;1;
2019-04-01;18,639999;18,820000;18,480000;18,700001;18,700001;1538300;0;
2019-04-02;18,719999;18,840000;18,440001;18,610001;18,610001;1596200;0;
2019-04-03;18,790001;18,910000;18,400000;18,459999;18,459999;2015800;1;
2019-04-04;18,590000;18,870001;18,480000;18,799999;18,799999;2220600;1;
2019-04-05;18,900000;19,410000;18,740000;19,379999;19,379999;1836100;0;
2019-04-08;19,290001;19,350000;19,070000;19,350000;19,350000;1356800;0;
2019-04-09;19,330000;19,330000;18,870001;18,870001;18,870001;1810900;0;
2019-04-10;19,020000;19,049999;18,670000;18,790001;18,790001;1340300;0;
2019-04-11;18,799999;18,799999;18,420000;18,600000;18,600000;1821100;0;
2019-04-12;18,430000;18,750000;18,410000;18,570000;18,570000;2069500;0;
2019-04-15;18,650000;18,700001;18,090000;18,209999;18,209999;3074000;1;
2019-04-16;18,110001;18,860001;18,110001;18,700001;18,700001;2355900;1;
2019-04-17;18,850000;19,049999;18,530001;19,030001;19,030001;5016100;1;
2019-04-18;18,990000;19,709999;18,990000;19,320000;19,320000;3386200;1;
2019-04-22;19,320000;19,510000;19,129999;19,510000;19,510000;1208900;0;
2019-04-23;19,530001;19,790001;19,100000;19,180000;19,180000;2112300;1;
2019-04-24;19,200001;19,330000;18,969999;19,309999;19,309999;2216800;0;
2019-04-25;19,180000;19,230000;18,850000;19,170000;19,170000;2115200;1;
2019-04-26;19,139999;19,469999;19,090000;19,230000;19,230000;2160200;1;
2019-04-29;19,309999;19,650000;19,240000;19,570000;19,570000;2423800;1;
2019-04-30;19,540001;19,760000;19,309999;19,639999;19,639999;2839300;1;
2019-05-02;19,600000;19,730000;19,450001;19,709999;19,709999;2190600;0;
2019-05-03;19,650000;19,820000;19,510000;19,510000;19,510000;1872600;0;
2019-05-06;19,299999;19,450001;19,129999;19,299999;19,299999;1814600;0;
2019-05-07;19,200001;19,299999;18,959999;19,200001;19,200001;2280400;0;
2019-05-08;19,290001;19,549999;19,139999;19,180000;19,180000;1519600;1;
2019-05-09;19,170000;19,389999;19,030001;19,209999;19,209999;1314000;1;
2019-05-10;19,120001;19,330000;18,950001;19,290001;19,290001;1704400;0;
2019-05-13;18,910000;19,049999;18,799999;18,910000;18,910000;2809900;1;
2019-05-14;18,950001;19,080000;18,850000;18,930000;18,930000;1364600;0;
2019-05-15;18,400000;18,719999;18,049999;18,139999;18,139999;4372200;0;
2019-05-16;18,030001;18,030001;16,950001;17,430000;17,430000;6625200;1;
2019-05-17;17,600000;18,450001;17,450001;18,150000;18,150000;7451500;1;
2019-05-20;18,059999;18,830000;17,959999;18,610001;18,610001;4002000;1;
2019-05-21;18,620001;19,100000;18,490000;18,870001;18,870001;3022000;1;
2019-05-22;18,990000;19,230000;18,799999;19,000000;19,000000;3314000;0;
2019-05-23;18,900000;19,049999;18,590000;18,740000;18,740000;1444100;0;
2019-05-24;18,770000;18,930000;18,490000;18,510000;18,510000;1183700;1;
2019-05-27;18,540001;18,920000;18,469999;18,820000;18,820000;1579800;1;
2019-05-28;18,990000;19,309999;18,639999;19,309999;19,309999;4512300;0;
2019-05-29;19,260000;19,440001;19,000000;19,280001;19,280001;3064400;0;
2019-05-30;19,320000;19,410000;18,950001;19,150000;19,150000;2263600;0;
2019-05-31;19,000000;19,080000;18,809999;18,950001;18,950001;2176200;;
